student_name,teacher_name,grade,time_in,time_out,what_happened,does_students_behavior_pose_a_safety_risk_to_them_or_others,student_sent_to_administrator,isla_debrief_completed,coached_student_on_appropriate_behavior_skill,practiced_re_connection_conversation_with_you,did_the_student_complete_a_re_connection_card,did_the_student_do_the_re_connection_conversation_with_their_teacher,did_the_student_reenter_the_classroom,if_not_why,minutes_in_office,notes,time_lost,date
Vernon Dursley,Superman,6,2019-10-15T14:03:40.:00Z,2019-10-15T14:05:50Z,,,,,,,,,,,1899-12-30T00:02:09Z,,2.15000001589457,2019-10-15
Vernon Dursley,Spider-Man,6,2019-09-16T09:33:06Z,2019-09-16T10:01:52Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:28:46Z,,28.7666666587194,2019-09-16
Vernon Dursley,Spider-Man,6,2020-01-21T13:00:09Z,,[teacher report of what happened],,Yes,,,,,,,,,,,2020-01-21
Vernon Dursley,Lightning Lad,6,2020-01-16T09:45:21Z,2020-01-16T09:54:38Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,Other,1899-12-30T00:09:17Z,,9.28333333333333,2020-01-16
Vernon Dursley,Saturn Girl,6,2019-09-19T12:18:01Z,2019-09-19T12:42:37Z,[teacher report of what happened],No,No,,,,,,,,1899-12-30T00:24:36Z,,24.6,2019-09-19
Vernon Dursley,Saturn Girl,6,2019-09-26T08:47:06Z,,,,,,,,,,,,,,,2019-09-26
Vernon Dursley,Saturn Girl,6,2019-10-09T13:27:29Z,2019-10-09T13:43:26Z,,,,,,,,,,,1899-12-30T00:15:57Z,,15.95,2019-10-09
Vernon Dursley,Saturn Girl,6,2019-10-14T12:16:17Z,,,,,,,,,,,,,,,2019-10-14
Vernon Dursley,Saturn Girl,6,2019-11-04T13:10:52Z,,,,,,,,,,,,,,,2019-11-04
Vernon Dursley,Saturn Girl,6,2019-11-06T13:19:36Z,2019-11-06T13:36:47Z,,,,,,,,,,,1899-12-30T00:17:11Z,,17.1833333333333,2019-11-06
Vernon Dursley,Saturn Girl,6,2019-11-14T12:44:47.:00Z,,,,,,,,,,,,,,,2019-11-14
Vernon Dursley,Saturn Girl,6,2019-12-12T12:19:49.:00Z,,[teacher report of what happened],,,,,,,,,,,,,2019-12-12
Vernon Dursley,Saturn Girl,6,2019-12-12T12:59:15Z,,,,,,,,,,,,,,,2019-12-12
Vernon Dursley,Saturn Girl,6,2019-12-19T13:15:15Z,2019-12-19T13:54:01Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:38:46Z,,38.7666666666667,2019-12-19
Vernon Dursley,Saturn Girl,6,2020-02-19T09:57:55Z,,,,,,,,,,,,,,,2020-02-19
Vernon Dursley,Saturn Girl,6,2020-02-24T09:16:48Z,,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Student not ready,,[ISLA facilitator notes],,2020-02-24
Marietta Edgecombe,She-Hulk,7,2019-11-04T11:05:37Z,,,No,No,No,Yes,No,No,No,No,Student not ready,,[ISLA facilitator notes],,2019-11-04
Marietta Edgecombe,Scarlet Witch,7,2019-10-28T09:38:11Z,2019-10-28T09:58:45Z,,,,,,,,,,,1899-12-30T00:20:34Z,,20.5666666666667,2019-10-28
Marietta Edgecombe,Wasp,7,2019-09-12T12:13:54Z,2019-09-12T12:50:12Z,[teacher report of what happened],,,,,,,,,,1899-12-30T00:36:18Z,,36.3,2019-09-12
Marietta Edgecombe,Wasp,7,2019-10-15T11:25:19Z,2019-10-15T11:50:19Z,,,,,,,,,,,1899-12-30T00:25:00Z,,25,2019-10-15
Marietta Edgecombe,Wasp,7,2019-12-04T14:26:59Z,2019-12-04T14:45:32.:00Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,,1899-12-30T00:18:33.:00Z,,18.5666666587194,2019-12-04
Marietta Edgecombe,Wasp,7,2019-12-09T14:21:17.:00Z,,,,,,,,,,,,,,,2019-12-09
Marietta Edgecombe,Wolverine,7,2019-09-12T13:20:55Z,2019-09-12T13:25:33Z,[teacher report of what happened],No,No,No,Yes,Yes,No,No,Yes,Other,1899-12-30T00:04:37.:00Z,[ISLA facilitator notes],4.63333333333333,2019-09-12
Marietta Edgecombe,Wonder Woman,7,2019-10-15T10:34:50Z,2019-10-15T10:57:26Z,,,,,,,,,,,1899-12-30T00:22:36Z,,22.6,2019-10-15
Marietta Edgecombe,Wonder Woman,7,2019-10-16T11:05:11Z,2019-10-16T11:35:51.:00Z,,,,,,,,,,,1899-12-30T00:30:40.:00Z,,30.6833333253861,2019-10-16
Marietta Edgecombe,Wonder Woman,7,2019-10-22T10:26:54Z,2019-10-22T11:02:00Z,,,,,,,,,,,1899-12-30T00:35:06Z,,35.1,2019-10-22
Marietta Edgecombe,Wonder Woman,7,2019-11-04T10:40:38.:00Z,,,,,,,,,,,,,,,2019-11-04
Marietta Edgecombe,Wonder Woman,7,2019-11-21T10:52:25.:00Z,,,,,,,,,,,,,,,2019-11-21
Marietta Edgecombe,Invisible Woman,7,2019-10-24T11:44:09Z,,,,,,,,,,,,,,,2019-10-24
Arabella Figg,She-Hulk,6,2019-11-21T10:22:34Z,,,,,,,,,,,,,,,2019-11-21
Arabella Figg,Mister Miracle,6,2020-01-14T09:18:31Z,2020-01-14T09:53:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:34:29Z,[ISLA facilitator notes],34.4833333412806,2020-01-14
Arabella Figg,Mister Miracle,6,2020-01-22T09:34:15Z,2020-01-22T10:29:10Z,,,,,,,,,,,1899-12-30T00:54:55Z,[ISLA facilitator notes],54.916666674614,2020-01-22
Arabella Figg,Ghost Rider,6,2020-02-20T13:39:00Z,2020-02-20T13:39:26Z,,,,,,,,,,,1899-12-30T00:00:26Z,,0.433333341280619,2020-02-20
Arabella Figg,Scarlet Witch,6,2020-01-17T12:06:12Z,2020-01-17T15:06:47Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,ISS,1899-12-30T03:00:35Z,,180.583333333333,2020-01-17
Arabella Figg,Wonder Girl,6,2020-01-21T10:31:35Z,2020-01-21T10:47:27Z,,,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:15:52Z,[ISLA facilitator notes],15.8666666666667,2020-01-21
Arabella Figg,Wonder Girl,6,2020-01-27T10:28:31Z,2020-01-27T11:51:13Z,[teacher report of what happened],No,Yes,,,,,,,,1899-12-30T01:22:42Z,,82.7,2020-01-27
Arabella Figg,Dr. Manhattan,6,2020-03-03T13:42:01Z,2020-03-03T14:13:25Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Stayed until end of period,,,31.4,2020-03-03
Arabella Figg,Spider-Man,6,2019-09-19T11:30:51Z,2019-09-19T15:09:46Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T03:38:55Z,,218.916666666667,2019-09-19
Arabella Figg,The Atom,6,2019-11-26T09:46:04Z,2019-11-26T10:17:14.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:31:11Z,[ISLA facilitator notes],31.1833333253861,2019-11-26
Arabella Figg,Nick Fury,6,2019-09-18T09:17:14Z,2019-09-18T15:24:34Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,ISS,1899-12-30T06:07:19.:00Z,,367.333333325386,2019-09-18
Arabella Figg,Nick Fury,6,2019-11-14T14:42:56.:00Z,2019-11-14T14:46:25Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T00:03:28Z,,3.46666667461395,2019-11-14
Arabella Figg,Nick Fury,6,2019-11-25T09:41:17Z,2019-11-25T10:10:20Z,,,Yes,Yes,Yes,No,Yes,No,No,ISS,1899-12-30T00:29:03Z,,29.05,2019-11-25
Arabella Figg,Nick Fury,6,2020-03-03T12:02:34Z,2020-03-03T12:59:47Z,[teacher report of what happened],Yes,Yes,No,No,No,No,No,Yes,,,,57.2166666666667,2020-03-03
Arabella Figg,Lightning Lad,6,2020-03-03T09:30:30Z,2020-03-03T10:07:06Z,,,,,,,,,,,,,36.5999999920527,2020-03-03
Arabella Figg,Cyclops,6,,2019-11-26T10:32:40Z,,,,,,,,,,,,,,
Argus Filch,She-Hulk,6,2019-11-21T14:03:12Z,2019-11-21T15:14:18Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T01:11:06Z,,71.1,2019-11-21
Argus Filch,Hawkgirl,6,2020-02-12T14:47:13Z,2020-02-12T15:04:18Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,,1899-12-30T00:17:05Z,,17.0833333333333,2020-02-12
Argus Filch,Scarlet Witch,6,2019-11-27T09:29:27Z,2019-11-27T10:12:32Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:43:05Z,,43.0833333333333,2019-11-27
Argus Filch,Scarlet Witch,6,2020-02-20T13:46:44Z,2020-02-20T14:20:34.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:33:50.:00Z,,33.8499999920527,2020-02-20
Argus Filch,Scarlet Witch,6,2020-02-27T12:08:02Z,2020-02-27T13:27:36Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,ISS,,,79.566666674614,2020-02-27
Argus Filch,Batman,6,2019-10-14T10:19:48Z,2019-10-14T10:53:53Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:34:04.:00Z,,34.0833333253861,2019-10-14
Argus Filch,Batman,6,2019-12-11T08:32:34Z,2019-12-11T08:44:43Z,[teacher report of what happened],Yes,Yes,Yes,Yes,Yes,No,No,No,Other,1899-12-30T00:12:09Z,[ISLA facilitator notes],12.15,2019-12-11
Argus Filch,Nick Fury,6,2019-11-22T08:56:01Z,2019-11-22T15:16:49Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,ISS,1899-12-30T06:20:48Z,,380.8,2019-11-22
Argus Filch,Lightning Lad,6,2019-10-18T10:19:18Z,2019-10-18T10:28:54Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,No,Yes,,1899-12-30T00:09:36Z,,9.60000000794729,2019-10-18
Argus Filch,Lightning Lad,6,2019-10-29T09:50:20Z,2019-10-29T10:08:08.:00Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,Yes,,1899-12-30T00:17:48.:00Z,,17.8166666587194,2019-10-29
Argus Filch,Lightning Lad,6,2019-10-30T08:53:14Z,2019-10-30T10:36:48Z,[teacher report of what happened],No,No,No,No,No,No,No,No,ISS,1899-12-30T01:43:34Z,,103.566666666667,2019-10-30
Argus Filch,Lightning Lad,6,2019-12-09T09:17:22Z,2019-12-09T10:12:05Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Stayed until end of period,1899-12-30T00:54:43Z,[ISLA facilitator notes],54.7166666587194,2019-12-09
Argus Filch,Lightning Lad,6,2020-01-24T09:33:34Z,2020-01-24T09:50:01Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Stayed until end of period,1899-12-30T00:16:27Z,,16.45,2020-01-24
Argus Filch,Lightning Lad,6,2020-02-11T12:36:06Z,2020-02-11T13:06:07Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:30:01Z,,30.0166666587194,2020-02-11
Argus Filch,Lightning Lad,6,2020-02-25T12:28:35Z,2020-02-25T13:09:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,,[ISLA facilitator notes],40.416666674614,2020-02-25
Argus Filch,Lightning Lad,6,2020-02-26T12:37:14Z,2020-02-26T13:32:25Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,,,55.1833333333333,2020-02-26
Argus Filch,Bucky Barnes,6,2019-12-05T12:48:28Z,2019-12-05T13:18:53Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:30:25Z,[ISLA facilitator notes],30.4166666666667,2019-12-05
Argus Filch,Bucky Barnes,6,2020-01-21T12:09:50Z,2020-01-21T12:49:40Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:39:50Z,,39.8333333253861,2020-01-21
Argus Filch,Bucky Barnes,6,2020-01-29T12:24:23Z,2020-01-29T12:49:28Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:25:05Z,,25.0833333333333,2020-01-29
Argus Filch,Bucky Barnes,6,2020-02-05T09:10:32Z,2020-02-05T10:37:35.:00Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Stayed until end of period,1899-12-30T01:27:03.:00Z,,87.0666666587194,2020-02-05
Argus Filch,Hawkman,6,2020-02-24T11:32:21Z,2020-02-24T11:37:01.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,Yes,,,,4.68333332538605,2020-02-24
Justin Finch-Fletchley,She-Hulk,6,2019-11-25T09:01:47Z,2019-11-25T09:34:15Z,,,,,,,,,,,1899-12-30T00:32:28Z,,32.4666666666667,2019-11-25
Justin Finch-Fletchley,Hawkgirl,6,2019-10-01T13:57:19Z,2019-10-01T14:33:44Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:36:24.:00Z,[ISLA facilitator notes],36.4166666587194,2019-10-01
Justin Finch-Fletchley,Hawkgirl,6,2019-10-31T13:46:43Z,,,,,,,,,,,,,,,2019-10-31
Justin Finch-Fletchley,Hawkgirl,6,2020-01-22T14:21:27Z,2020-01-22T14:22:42Z,,,,,,,,,,,1899-12-30T00:01:15Z,,1.25,2020-01-22
Justin Finch-Fletchley,Wonder Girl,6,2019-10-22T12:07:49Z,2019-10-22T12:42:46Z,,,,,,,,,,,1899-12-30T00:34:57Z,,34.9499999920527,2019-10-22
Justin Finch-Fletchley,Wonder Girl,6,2019-10-23T12:13:29Z,2019-10-23T13:43:36Z,,No,No,No,Yes,Yes,No,No,No,,1899-12-30T01:30:07Z,[ISLA facilitator notes],90.116666674614,2019-10-23
Justin Finch-Fletchley,Wonder Girl,6,2019-10-28T12:03:09Z,,,,,,,,,,,,,,,2019-10-28
Justin Finch-Fletchley,Wonder Girl,6,2019-11-06T13:20:27Z,2019-11-06T13:37:26Z,,,,,,,,,,,1899-12-30T00:16:59Z,,16.9833333333333,2019-11-06
Justin Finch-Fletchley,Wonder Girl,6,2019-11-27T12:17:28Z,2019-11-27T12:35:54Z,,,,,,,,,,,1899-12-30T00:18:26Z,,18.4333333333333,2019-11-27
Justin Finch-Fletchley,Wonder Girl,6,2019-12-03T13:31:40.:00Z,2019-12-03T13:32:36Z,[teacher report of what happened],No,No,No,Yes,No,No,No,Yes,,1899-12-30T00:00:55Z,[ISLA facilitator notes],0.916666674613953,2019-12-03
Justin Finch-Fletchley,Wonder Girl,6,2019-12-04T12:14:29Z,2019-12-04T12:32:31Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,No,Yes,,1899-12-30T00:18:02Z,[ISLA facilitator notes],18.0333333412806,2019-12-04
Justin Finch-Fletchley,Dr. Manhattan,6,2019-10-22T10:27:59Z,2019-10-22T10:33:20Z,,,,,,,,,,,1899-12-30T00:05:21Z,,5.35,2019-10-22
Justin Finch-Fletchley,Dr. Manhattan,6,2019-11-12T14:38:06Z,2019-11-12T14:49:07.:00Z,,,,,,,,,,,1899-12-30T00:11:01.:00Z,,11.0333333174388,2019-11-12
Justin Finch-Fletchley,Dr. Manhattan,6,2020-01-22T10:55:15Z,2020-01-22T11:11:42Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Student not ready,1899-12-30T00:16:27Z,[ISLA facilitator notes],16.45,2020-01-22
Justin Finch-Fletchley,Dr. Manhattan,6,2020-01-22T12:06:59Z,2020-01-22T12:45:59Z,[teacher report of what happened],Yes,No,No,Yes,Yes,No,Yes,No,Student not ready,1899-12-30T00:39:00Z,[ISLA facilitator notes],39,2020-01-22
Justin Finch-Fletchley,The Atom,6,2019-11-25T10:11:34Z,2019-11-25T10:58:34Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:47:00Z,[ISLA facilitator notes],47,2019-11-25
Justin Finch-Fletchley,The Atom,6,2019-12-19T09:45:46Z,2019-12-19T10:54:53Z,[teacher report of what happened],,,,,,,,,,1899-12-30T01:09:07Z,,69.1166666666667,2019-12-19
Justin Finch-Fletchley,The Atom,6,2020-01-21T09:38:20Z,2020-01-21T10:10:23Z,[teacher report of what happened],No,No,,Yes,Yes,No,No,Yes,,1899-12-30T00:32:03Z,[ISLA facilitator notes],32.05,2020-01-21
Justin Finch-Fletchley,The Atom,6,2020-01-22T09:24:04Z,,,No,No,No,Yes,No,No,No,Yes,,,[ISLA facilitator notes],,2020-01-22
Justin Finch-Fletchley,The Atom,6,2020-03-04T13:20:00Z,,,,,,,,,,,,,,,2020-03-04
Justin Finch-Fletchley,Silver Surfer,6,2020-03-05T14:28:43Z,,,,,,,,,,,,,,,2020-03-05
Seamus Finnigan,She-Hulk,7,2020-02-05T13:31:17Z,2020-02-05T14:05:52Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T00:34:35Z,,34.5833333333333,2020-02-05
Seamus Finnigan,Wasp,7,2019-11-04T11:46:46Z,2019-11-04T13:10:42Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T01:23:56Z,[ISLA facilitator notes],83.9333333412806,2019-11-04
Seamus Finnigan,Wonder Woman,7,2020-01-15T14:29:24Z,2020-01-15T15:01:55Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:32:30.:00Z,,32.5166666666667,2020-01-15
Marcus Flint,Mister Miracle,7,2019-09-06T10:37:23Z,2019-09-06T10:46:47Z,[teacher report of what happened],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:09:24Z,,9.40000000794729,2019-09-06
Marcus Flint,Hawkeye,7,2019-10-08T11:29:12Z,2019-10-08T11:51:46Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:22:34Z,[ISLA facilitator notes],22.5666666666667,2019-10-08
Mundungus Fletcher,Mister Miracle,7,2019-09-06T10:56:48Z,2019-09-06T11:25:11Z,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:28:23Z,,28.3833333333333,2019-09-06
Filius Flitwick,Mister Miracle,7,2019-09-09T12:21:15Z,2019-09-09T12:44:04.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Teacher not ready,1899-12-30T00:22:49.:00Z,[ISLA facilitator notes],22.8333333253861,2019-09-09
Filius Flitwick,Scarlet Witch,7,2019-11-12T13:43:16Z,2019-11-12T14:11:07Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:27:51Z,[ISLA facilitator notes],27.85,2019-11-12
Filius Flitwick,Scarlet Witch,7,2020-02-06T11:10:43Z,2020-02-06T15:08:26.:00Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T03:57:43.:00Z,,237.733333317439,2020-02-06
Filius Flitwick,Wonder Woman,7,2019-11-19T13:39:28Z,2019-11-19T14:50:28Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T01:11:00Z,,71,2019-11-19
Filius Flitwick,Hawkeye,7,2019-09-19T11:15:49.:00Z,2019-09-19T11:43:31.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:27:42Z,,27.7,2019-09-19
Filius Flitwick,Hawkeye,7,2019-10-14T10:04:48Z,2019-10-14T11:45:48Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T01:41:00Z,,101,2019-10-14
Filius Flitwick,Cosmic Boy,7,2019-12-06T13:35:44Z,2019-12-06T14:05:44Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Student not ready,1899-12-30T00:30:00Z,,30,2019-12-06
Filius Flitwick,Cosmic Boy,7,2020-01-24T11:22:53Z,2020-01-24T12:00:53Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:38:00Z,,38,2020-01-24
Filius Flitwick,Cosmic Boy,7,2020-01-28T13:19:34Z,2020-01-28T14:11:04.:00Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Stayed until end of period,1899-12-30T00:51:30.:00Z,,51.5166666587194,2020-01-28
Filius Flitwick,Silver Surfer,7,2019-09-25T10:11:19.:00Z,2019-09-25T10:49:39Z,,,Yes,,,,,,,,1899-12-30T00:38:19Z,,38.3166666825612,2019-09-25
Filius Flitwick,Hawkman,7,2020-02-20T14:55:02Z,2020-02-20T15:09:33Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,,1899-12-30T00:14:31Z,,14.5166666666667,2020-02-20
Filius Flitwick,Invisible Woman,7,2020-01-16T11:11:17Z,2020-01-16T12:00:20Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:49:03Z,,49.0500000079473,2020-01-16
Filius Flitwick,Invisible Woman,7,2020-01-28T10:38:25Z,2020-01-28T11:52:47Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Other,1899-12-30T01:14:22Z,[ISLA facilitator notes],74.3666666666667,2020-01-28
Filius Flitwick,Invisible Woman,7,2020-02-12T14:04:42Z,2020-02-12T15:05:04Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Student not ready,1899-12-30T01:00:22Z,,60.3666666666667,2020-02-12
Florean Fortescue,Mister Miracle,6,2019-09-27T11:55:50Z,2019-09-27T13:23:36.:00Z,[teacher report of what happened],No,No,Yes,Yes,,,,,,1899-12-30T01:27:46.:00Z,[ISLA facilitator notes],87.7833333253861,2019-09-27
Florean Fortescue,Mister Miracle,6,2019-10-02T10:13:47.:00Z,2019-10-02T10:45:47.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,Yes,Yes,,1899-12-30T00:32:00Z,,32,2019-10-02
Florean Fortescue,Wonder Girl,6,2019-09-13T10:24:19Z,2019-09-13T10:46:51Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:22:32Z,,22.5333333333333,2019-09-13
Florean Fortescue,Wonder Girl,6,2019-09-17T08:50:21Z,2019-09-17T09:14:15Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:23:54Z,,23.9,2019-09-17
Florean Fortescue,Wonder Girl,6,2019-09-18T09:42:22.:00Z,2019-09-18T10:19:55Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:37:32Z,,37.5333333412806,2019-09-18
Florean Fortescue,Wonder Girl,6,2019-09-24T08:59:47.:00Z,2019-09-24T09:19:04Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:19:16Z,,19.2666666825612,2019-09-24
Florean Fortescue,Wonder Girl,6,2019-10-03T08:40:12.:00Z,2019-10-03T09:03:45Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:23:32Z,,23.5333333412806,2019-10-03
Florean Fortescue,Wonder Girl,6,2019-10-03T12:01:51Z,2019-10-03T14:19:18Z,,No,Yes,,,,,,,,1899-12-30T02:17:27Z,,137.45,2019-10-03
Florean Fortescue,Wonder Girl,6,2019-10-04T09:30:38Z,2019-10-04T10:07:49Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,Yes,,1899-12-30T00:37:10.:00Z,,37.183333325386,2019-10-04
Florean Fortescue,Batman,6,2019-10-16T10:52:34Z,2019-10-16T11:19:34Z,,No,No,Yes,No,No,No,Yes,Yes,,1899-12-30T00:26:59.:00Z,,26.9999999920527,2019-10-16
Florean Fortescue,Batman,6,2019-10-17T10:32:07Z,2019-10-17T11:01:55Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:29:48Z,[ISLA facilitator notes],29.8,2019-10-17
Florean Fortescue,Batman,6,2019-10-30T08:36:30Z,,,,,,,,,,,,,,,2019-10-30
Florean Fortescue,Batman,6,2019-11-13T11:10:47Z,2019-11-13T15:14:46Z,,No,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T04:03:59Z,,243.983333341281,2019-11-13
Florean Fortescue,The Atom,6,2020-01-29T10:29:08Z,2020-01-29T10:44:02Z,,No,No,Yes,Yes,No,Yes,No,No,Not enough time left in period,1899-12-30T00:14:54Z,,14.9,2020-01-29
Florean Fortescue,Nick Fury,6,2019-09-19T11:40:35Z,2019-09-19T15:08:55Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T03:28:20Z,,208.333333333333,2019-09-19
Florean Fortescue,Nick Fury,6,2019-10-07T11:38:00.:00Z,2019-10-07T15:08:45.:00Z,[teacher report of what happened],Yes,Yes,No,No,No,No,No,No,ISS,1899-12-30T03:30:45Z,,210.75,2019-10-07
Florean Fortescue,Nick Fury,6,2019-10-30T08:59:26Z,2019-10-30T10:38:07Z,[teacher report of what happened],No,No,No,No,No,No,No,No,ISS,1899-12-30T01:38:41Z,,98.6833333333333,2019-10-30
Florean Fortescue,Nick Fury,6,2019-11-14T08:16:09Z,2019-11-14T11:35:35.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T03:19:27Z,[ISLA facilitator notes],199.449999992053,2019-11-14
Florean Fortescue,Nick Fury,6,2020-02-04T11:57:44Z,2020-02-04T15:05:25Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T03:07:40.:00Z,,187.683333325386,2020-02-04
Florean Fortescue,Nick Fury,6,2020-02-05T08:29:18Z,,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,,,,2020-02-05
Florean Fortescue,Nick Fury,6,2020-02-06T08:15:19Z,2020-02-06T15:11:37Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T06:56:18Z,,416.3,2020-02-06
Florean Fortescue,Nick Fury,6,2020-02-07T08:22:13Z,2020-02-07T15:06:44.:00Z,[teacher report of what happened],No,No,No,No,No,No,No,No,ISS,1899-12-30T06:44:31.:00Z,,404.533333325386,2020-02-07
Florean Fortescue,Lightning Lad,6,2019-10-18T10:30:29Z,2019-10-18T10:53:19Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:22:50Z,,22.8333333333333,2019-10-18
Florean Fortescue,Lightning Lad,6,2019-10-29T09:50:55Z,2019-10-29T11:16:16Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T01:25:21Z,,85.35,2019-10-29
Florean Fortescue,Lightning Lad,6,2019-12-17T09:28:44Z,2019-12-17T09:44:58Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:16:14Z,[ISLA facilitator notes],16.2333333333333,2019-12-17
Florean Fortescue,Lightning Lad,6,2020-01-17T10:21:31Z,2020-01-17T10:55:12Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:33:41Z,,33.6833333333333,2020-01-17
